Event,Race,Description,Participants,Registration Opens,Registration Closes,Entry Fee,Sign Up,Date,Starting Time,Starting Point,Country,SumDistance,SumElevation Gain,SumDescent,SumRefreshment Points,SumTimeLimit,Website,CourseUrl,LogoPicURL,ProfilePicURL,SourceUrl
Lurbel Mountain Festival  2019,25K,Prueba de trail running de 25K con toda la esencia del parque Natural de los Calares del Mundo y de la Sima,1500,12 November 2018,10 April 2019,,https://www.mychip.es/evento/lurbel-mountain-festival-2019-3,6 April 2019,09:30,Yeste,Espagne,25km,1500m,1500m,4,06:00,http://www.lurbelmountainfestival.com,,,https://itra.run/orga_pic/p_16951_1.jpg,https://itra.run/calend.php?ide=1888&mode=getEvt&id=1888&annee=2019&idc=16951
Mt.yimeng (Yunmeng)  Trail  Race 2019,Yumeng 30Km,,200,14 February 2019,26 March 2019,329RMB,http://zuicool.com/event/6195783,6 April 2019,09:00,LINYI,Chine,29.1km,1880m,1900m,3,09:00,http://zuicool.com/news/archives/137667,https://tracedetrail.fr/en/trace/itra/82858,,https://itra.run/orga_pic/p_18891_2.jpg,https://itra.run/calend.php?ide=7451&mode=getEvt&id=7451&annee=2019&idc=18891
Mt.yimeng (Yunmeng)  Trail  Race 2019,Yumeng 15Km,,100,14 February 2019,26 March 2019,149RMB,http://zuicool.com/event/6195783,6 April 2019,09:00,LINYI,Chine,13.7km,790m,810m,1,04:00,http://zuicool.com/news/archives/137667,https://tracedetrail.fr/en/trace/itra/82859,,https://itra.run/orga_pic/p_18889_1.jpg,https://itra.run/calend.php?ide=7451&mode=getEvt&id=7451&annee=2019&idc=18889
North Coast Ultra 2019,North Coast Ultra X-Large,"This year you will start on the beach, after 700 mtrs. you run thru  the forest and into Tisvilde, here you will hit the beach at HeleneKilde then follow the beach back to the parking lot where the 1. Depot will be.After visiting the depot you will enter Tisvilde Hegn where you will experience some real trail running as the small tricky trails contains lots of small hills. You will have to climb Skovhøj, Harehøj, Ranglehøj, Galgebjerg, Bangshøj and Fredrikshøj.The main depot of the route will be met approximately 30,5 km into the race. Here can you not only obtain water and energy drinks, but also candy, chips, raspberry cake, chocolate, fruit and whatever we may find. You will have to run for another 6 km before you enter Asserbo Plantage and Melby Overdrev. Even though the route is flat when leaving Tisvilde Hegn, please be aware that you are running in on sand and in an open terrain and therefore exposed for the wind.The last approximately 5 km back towards Tisvildeleje and the goal area on the parking lot contains of small single trails. You will come through Enebærdalen og Troldeskoven. You must also take  a walk on the beach before being able to stretching your arms and running into the goal area.",200,17 April 2018,6 April 2019,"449 Dkr. 
website: https://northcoastultra.dk/",https://www.sportstiming.dk/event/5482/registration/quickentry?mode=quick,6 April 2019,08:00,Tisvilde,Danemark,60.2km,770m,770m,4,17:46,http://northcoastultra.dk/,https://tracedetrail.fr/en/trace/itra/77745,/orga_pic/logo_med2402.jpg,https://itra.run/orga_pic/p_17113_2.jpg,https://itra.run/calend.php?ide=2402&mode=getEvt&id=2402&annee=2019&idc=17113
North Coast Ultra 2019,North Coast Ultra Large,"We start at the beach by the parking lot, run along the beach for 700 mtr. then into Tisvilde Hegn turn right thru the 10 ravines,Here are lots of kilometers consisting of small tricky trails and hills. You must climb Skovhøj, Harehøj, Galgebjerg, Bangshøj and Davrehøj. The route and the terrain is very varied and it is almost never straightforward. After 9 km the 1. depot will be.You will run along horse folds, lakes, the deserted village of Torup and past Asserbo Slotsruin. After approximately 25 km you will reach the race’s 2. depot where there will be water, energy drinks, raspberry cake, chocolate, candy, chips, fruit and anything else we can find. In the last 5 km you will, among other things, go through Eneberdalen and Troldeskoven, after which the hardest segment of the race will be aroundWhen it is over, there is just a little detour on the beach before you can stretch your arms and run across the finish line.",500,17 April 2018,6 April 2019,349 Dkr.,https://www.sportstiming.dk/event/5482/registration/quickentry?mode=quick,6 April 2019,10:00,Tisvilde,Danemark,30.6km,490m,490m,2,16:10,http://northcoastultra.dk/,https://tracedetrail.fr/en/trace/itra/75778,/orga_pic/logo_med2402.jpg,https://itra.run/orga_pic/p_17117_2.jpg,https://itra.run/calend.php?ide=2402&mode=getEvt&id=2402&annee=2019&idc=17117
Piodão Trail Running 2019,54 Km,"Na Aldeia Presépio do Piodão será realizada a 6ª edição do Piódão Trail Running. Um trail desafiante em que os atletas superam os seus limites!
Description in English
In Aldeia Presépio Piodão will be held the 6th edition of Piódão Trail Running. A challenging trail in which athletes exceed their limits!",500,14 October 2018,24 March 2019,30€,http://ultrapiodao.com/,6 April 2019,08:30,Piodão,Portugal,53.4km,2900m,2900m,5,12:00,http://www.ultrapiodao.com/,https://tracedetrail.fr/en/trace/itra/79386,/orga_pic/logo_med560.jpg,https://itra.run/orga_pic/p_3599_3.jpg,https://itra.run/calend.php?ide=560&mode=getEvt&id=560&annee=2019&idc=3599
Rose Of The Shires Ultra 54 2019,Rose Of The Shires Ultra 54,"Brand new single day Ultra event2019 is the first ever running of this race taking in the beauty of Northamptonshire's villages, forests, canals and country parksWe are excited to bring you a brand new race to the UK Ultra Running calendar in a fantastic central location, with a single loop making for easy planning and logistics. The route takes in the beautiful Northamptonshire countryside with two country parks, Salcey Forest, the Grand Union Canal and 21 pretty villages and towns following parts of the Nene Way, the Midshires Way and the Northampton Round. There are 6 checkpoints at 6 to 8 mile intervals.Our Race start and finish is hosted by the Brixworth Country Park with plenty of room for parking, and only 20 minutes drive from the M1 Motorway",500,14 November 2018,1 April 2019,ÂŁ60,http://gobeyondultra.co.uk/events/rose_of_the_shires_2019,6 April 2019,08:00,Brixworth,Royaume-Uni,86.7km,1870m,1870m,6,12:30,http://gobeyondultra.co.uk/events/rose_of_the_shires_2019,https://tracedetrail.fr/en/trace/itra/73281,,https://itra.run/orga_pic/p_16851_1.png,https://itra.run/calend.php?ide=6813&mode=getEvt&id=6813&annee=2019&idc=16851
Trail Des 2 Amants 2019,Tda - Challenge Xl,"Le TDA propose pour cette 9ème édition le challenge XL vous permettant de coupler le NocTDA 21km, en nocturne le samedi soir, et le TDA 56km, le dimanche matin.",100,1 November 2018,3 April 2019,"jusqu'au 28/02/2019 : 45€
à partir du 01/03/2019 : 50€",https://forms.registration4all.com/RE.aspx?E=151800,6 April 2019,21:30,Pîtres,France,76.6,2240.0,2240.0,3.0,12:15,http://www.traildes2amants.fr,https://tracedetrail.fr/en/trace/itra/71661,/orga_pic/logo_med2953.png,,https://itra.run/calend.php?ide=2953&mode=getEvt&id=2953&annee=2019&idc=16457
Trail Des 2 Amants 2019,Gtda - 58Km,,350,1 November 2018,5 April 2019,"jusqu'au 28/02/2019 : 30€
à partir du 01/03/2019 : 35€",https://forms.registration4all.com/EventRegistration/Register_Sport_Event.aspx?EventID=141868,7 April 2019,08:30,Pitres,France,57.9km,1990m,1990m,2,09:00,http://www.traildes2amants.fr,https://tracedetrail.fr/en/trace/itra/71411,/orga_pic/logo_med2953.png,https://itra.run/orga_pic/p_6173_1.jpg,https://itra.run/calend.php?ide=2953&mode=getEvt&id=2953&annee=2019&idc=6173
Trail Des 2 Amants 2019,Tda - Challenge L,"Le TDA propose pour cette 9ème édition le challenge L vous permettant de coupler le NocTDA 21km, en nocturne le samedi soir, et le TDA 25km, le dimanche matin.",100,1 November 2018,3 April 2019,"jusqu'au 28/02/2019 : 35€
à partir du 01/03/2019 : 40€",https://forms.registration4all.com/RE.aspx?E=151800,6 April 2019,21:30,PITRES,France,44.2,1010.0,1010.0,2.0,03:00,http://www.traildes2amants.fr,https://tracedetrail.fr/en/trace/itra/71660,/orga_pic/logo_med2953.png,,https://itra.run/calend.php?ide=2953&mode=getEvt&id=2953&annee=2019&idc=16455
Trail Des 2 Amants 2019,Tda - 25Km,,350,31 October 2018,5 April 2019,"jusqu'au 28/02/2019 : 20€
à partir du 01/03/2019 : 25€",https://forms.registration4all.com/EventRegistration/Register_Sport_Event.aspx?EventID=141868,7 April 2019,09:00,Pitres,France,23.7km,610m,610m,1,04:06,http://www.traildes2amants.fr,https://tracedetrail.fr/en/trace/itra/71423,/orga_pic/logo_med2953.png,,https://itra.run/calend.php?ide=2953&mode=getEvt&id=2953&annee=2019&idc=6175
Trail Des 2 Amants 2019,Noctda - 21Km,La version nocturne du Trail des 2 Amants,250,1 November 2018,3 April 2019,"jusqu'au 28/02/2019 : 17€
à partir du 01/03/2019 : 20€",https://forms.registration4all.com/RE.aspx?E=151800,6 April 2019,21:30,PITRES,France,20.5km,400m,400m,1,,http://www.traildes2amants.fr,https://tracedetrail.fr/en/trace/itra/69801,/orga_pic/logo_med2953.png,,https://itra.run/calend.php?ide=2953&mode=getEvt&id=2953&annee=2019&idc=16451
Trail Des 2 Rivieres 2019,St Jo Trail D 2 Rivieres," Course de trail  dans le Sud Sauvage de l'Ile de la Réunion  combinant   la technicité d'une course au relief varié  et la diversité des paysages traversés .Le parcours commence au Gymnase de la  ville européenne la plus australe et se termine au même endroit. C'est son caractère champêtre que le trailer retiendra.Le tracé s'étend des berges de la Rivières Langevin avec ses nombreuses cascades et sa route sinueuse pour traverser ensuite le Grand pays vers la Plaine des Sables et FocFoc .Ensuite ,en suivant toujours le GR2 ,le passage prés du Piton du nez de Boeuf vous conduit vers la descente très technique de Roche plate et sur la piste dans la Rivières des Remparts.L'arrivée se fait aprés avoir traversé l'Ilet Delbon et le sous bois prés du Gymnase:62km ,
Description in English
The trail  is located in the South Wild of Reunion Island.It combines technic and various areas .The Trail starts  and finishes at St Joseph Gymnasium which is situated in  the most Austral European City   .The trailer will keep in memory  the  rural character of the area ..The Race lies along The River Langevin with its beautiful waterfalls and  its winding  road.Then the Trailer still follows the GR2 until FOC FOc and  the Nez de Boeuf before running down to Roche Plate along a technical tract. He goes  through  The River des Remparts valley , crosses  the Ilet Delbon and arrives at the gymnasium again :62km ",500,31 January 2019,29 March 2019,65 euros,https://www.sportpro.re/courses/,6 April 2019,05:00,SAINT,France,61.6km,2760m,2760m,8,15:00,https://www.spac2s.com/,https://tracedetrail.fr/en/trace/itra/81492,/orga_pic/logo_med3201.jpg,https://itra.run/orga_pic/p_6819_1.jpg,https://itra.run/calend.php?ide=3201&mode=getEvt&id=3201&annee=2019&idc=6819
Ultra Beast  2019,Ultra Beast  161Km,,30,1 January 2019,30 March 2019,,https://www.webscorer.com/register?raceid=166107,6 April 2019,06:00,POKARAN,Inde,162.3km,3430m,3430m,9,,http://www.globeracers.com/rof/,https://tracedetrail.fr/en/trace/itra/82631,,,https://itra.run/calend.php?ide=7547&mode=getEvt&id=7547&annee=2019&idc=19177
Ultra Beast  2019,Ultra Beast 100Kms,,30,1 March 2019,30 March 2019,,https://www.webscorer.com/register?raceid=166107,6 April 2019,06:00,POKARAN,Inde,105.4km,2180m,2140m,9,,http://www.globeracers.com/rof/,https://tracedetrail.fr/en/trace/itra/82634,,,https://itra.run/calend.php?ide=7547&mode=getEvt&id=7547&annee=2019&idc=19179
Ultra Beast  2019,Ultra Beast 80Kms,,30,1 January 2019,30 March 2019,,https://www.webscorer.com/register?raceid=166107,6 April 2019,06:00,POKARAN,Inde,80km,100m,30m,9,,http://www.globeracers.com/rof/,https://tracedetrail.fr/en/trace/itra/82635,,,https://itra.run/calend.php?ide=7547&mode=getEvt&id=7547&annee=2019&idc=19183
Ultra Beast  2019,Ultra Beast 50Km,,30,1 January 2019,30 March 2019,,https://www.webscorer.com/register?raceid=166107,6 April 2019,06:00,POKARAN,Inde,50.2km,700m,710m,7,,http://www.globeracers.com/rof/,https://tracedetrail.fr/en/trace/itra/82636,,,https://itra.run/calend.php?ide=7547&mode=getEvt&id=7547&annee=2019&idc=19181
Ultra Montseny 2019,Ultra Montseny,,300,5 November 2018,31 March 2019,65âŹ,,6 April 2019,00:00,Sant,Espagne,78.7km,4490m,4490m,6,20:00,http://www.ultramontseny.com/es/,https://tracedetrail.fr/en/trace/itra/69230,,https://itra.run/orga_pic/p_2676_1.jpg,https://itra.run/calend.php?ide=1677&mode=getEvt&id=1677&annee=2019&idc=2676
Ultra Montseny 2019,Marató Del Montseny,"La Marató del Montseny, la marató del parc!
Description in English
Matagalls, Agudes i Turó de l'Home el recorregut classic de la MdM i que no deixa indiferent  a ningú.",600,5 June 2018,5 November 2018,48,http://maratomontseny.com/,11 November 2019,08:00,sant,Espagne,46.3km,2590m,2600m,8,08:30,http://www.ultramontseny.com/es/,https://tracedetrail.fr/en/trace/itra/69231,,https://itra.run/orga_pic/p_15885_1.jpg,https://itra.run/calend.php?ide=1677&mode=getEvt&id=1677&annee=2019&idc=15885
Ultra-Trail® Of Taiwan 100 Mile 2019,100 Mile,"推廣東北角美景、山林特色路線。提倡節約、環保、自助互助的跑馬文化。
Description in English
To promote Northeast of Taiwan beautiful scenery, the forest routes.To promote environmental Ultra Trail, mutual-aid self-help ultra trail running culture.",10,1 March 2019,10 March 2019,TWD 6000,,6 April 2019,04:00,福隆,Taïwan,161.2km,10910m,10930m,10,45:00,https://www.facebook.com/events/2041300795988444/,https://tracedetrail.fr/en/trace/itra/82248,,https://itra.run/orga_pic/p_18709_1.jpg,https://itra.run/calend.php?ide=7387&mode=getEvt&id=7387&annee=2019&idc=18709
Ultra-Trail® Of Taiwan 100 Mile 2019,110 Km,"推廣東北角美景、山林特色路線。提倡節約、環保、自助互助的跑馬文化。
Description in English
To promote Northeast of Taiwan beautiful scenery, the forest routes.To promote environmental Ultra Trail, mutual-aid self-help ultra trail running culture.",10,1 March 2019,10 March 2019,TWD 4000,,6 April 2019,04:00,福隆,Taïwan,110.8km,7810m,7750m,8,30:40,https://www.facebook.com/events/2041300795988444/,https://tracedetrail.fr/en/trace/itra/82251,,,https://itra.run/calend.php?ide=7387&mode=getEvt&id=7387&annee=2019&idc=18711
Ultra-Trail® Of Taiwan 100 Mile 2019,78 Km,"推廣東北角美景、山林特色路線。提倡節約、環保、自助互助的跑馬文化。
Description in English
To promote Northeast of Taiwan beautiful scenery, the forest routes.To promote environmental Ultra Trail, mutual-aid self-help ultra trail running culture.",10,1 March 2019,11 March 2019,TWD 3000,,6 April 2019,09:00,福隆,Taïwan,77.8km,4370m,4300m,7,21:00,https://www.facebook.com/events/2041300795988444/,https://tracedetrail.fr/en/trace/itra/81446,,,https://itra.run/calend.php?ide=7387&mode=getEvt&id=7387&annee=2019&idc=18715
Ultra-Trail® Of Taiwan 100 Mile 2019,50 Km,"推廣東北角美景、山林特色路線。提倡節約、環保、自助互助的跑馬文化。
Description in English
To promote Northeast of Taiwan beautiful scenery, the forest routes.To promote environmental Ultra Trail, mutual-aid self-help ultra trail running culture.",20,1 March 2019,11 March 2019,TWD 2000,,7 April 2019,09:00,福隆,Taïwan,49.9km,2780m,2860m,4,16:00,https://www.facebook.com/events/2041300795988444/,https://tracedetrail.fr/en/trace/itra/81444,,,https://itra.run/calend.php?ide=7387&mode=getEvt&id=7387&annee=2019&idc=18713
Utms - Desierto De Los Leones 2019,80K,,100,30 December 2018,1 June 2019,,,6 April 2019,06:00,Cujimalpa,Mexique,78.8km,2930m,2930m,6,12:00,http://www.ultrailmexicoseries.com/,https://tracedetrail.fr/en/trace/itra/78600,,,https://itra.run/calend.php?ide=2592&mode=getEvt&id=2592&annee=2019&idc=9451
Utms - Desierto De Los Leones 2019,50K,,200,1 January 2019,6 April 2019,,,6 April 2019,06:00,Cuajimalpa,Mexique,48.6km,1810m,1810m,5,10:00,http://www.ultrailmexicoseries.com/,https://tracedetrail.fr/en/trace/itra/78601,,,https://itra.run/calend.php?ide=2592&mode=getEvt&id=2592&annee=2019&idc=5156
Vale Ultra 2019,Vale Ultra,"The Vale Coastal Ultra takes in the entire 32 mile coast of the Vale of Glamorgan from the historic Penarth Pier to Ogmore-by-sea.  It is fast and (relatively) flat course that runs on a variety of cliff top trail, shingle and sand beaches.  As you run along the coast on one side you will have the dramtic scenery of the Severn Estuary and the hills of North Devon and on the other the hills of South Wales!",400,31 August 2018,31 March 2019,£35,https://www.sientries.co.uk/event.php?event_id=3851,6 April 2019,08:00,Penarth,Royaume-Uni,51.4km,840m,830m,4,10:00,http://www.runwalkcrawl.co.uk/events/vale-coastal-ultra.html,https://tracedetrail.fr/en/trace/itra/77109,,,https://itra.run/calend.php?ide=5063&mode=getEvt&id=5063&annee=2019&idc=11767
Wuxi Trail Challenge  Spring 2019,50 Km,"丰满羽翼的我们最希望的却是回归纯真在这纷繁复杂的越野跑赛事之中用最专业最人性最品质最自然的方式化作为一壶清泉等君来饮
Description in English
Plump wings of usThe most hope is to return to innocenceIn this complicated cross-country raceuseMost professionalMost humanMost qualityMost naturalThe wayAsa pot of clear springWaiting for Jun to drink",1,19 January 2019,30 March 2019,RMB：399,http://wuxiyueye.com/,6 April 2019,08:00,Wuxi,Chine,49.8km,1770m,1770m,4,12:00,http://wuxiyueye.com/,,,https://itra.run/orga_pic/p_12477_1.png,https://itra.run/calend.php?ide=5277&mode=getEvt&id=5277&annee=2019&idc=12477
Wuxi Trail Challenge  Spring 2019,33 Km,"春风十里，锦绣江南，在或明媚或烟雨的日子里，湖阔天空、江山如画，在沉寂了一个冬的蛰伏后，还有什么比带上装备参加一场全程开满鲜花的赛事来得更令人陶醉呢！合星财富2017无锡越野春季赛就将在这遍布白的李、粉的樱、红的杏、以及成片成片的油菜花……间，在天地最柔情的季节，在独得太湖灵秀之气的山水交融中，在浓到化不开的春风里——一路逶迤舒展而来！忘了这是一场比赛吧！去撒欢、去野、去释放、去拥抱最自然的气息，这里有松林野径、有茶竹飘香、有抛却人工景点后的纯粹、在都市不经意的客厅彰显野性，泥地、苔藓、枯枝、怪石、湖岸野渚甚至荆棘，都会给你不寻常的遇见！一步繁华都市、一步湖岸山野，离地铁口最近的起终点设置、安全周到的赛会保障，无锡越野带给大家的是美好的越野体验，适中的难度，复杂的布线，也是初次接触越野跑的朋友初野的不二选择，随着国内国际赛事风格的些微变化而不断跟进变革的细节安排，更是一次大赛前良好的比赛推演。
Description in English
Come with us and run wild in the mountains along the lake while the spring flowers are blooming",300,19 January 2019,30 March 2019,RMB：299,http://wuxiyueye.com/,6 April 2019,08:00,Wuxi,Chine,32.9km,1360m,1360m,2,12:00,http://wuxiyueye.com/,,,https://itra.run/orga_pic/p_12475_1.png,https://itra.run/calend.php?ide=5277&mode=getEvt&id=5277&annee=2019&idc=12475
